Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
128 500.00 929.13 24.214925 65.634 0.551516 12.4687 0.576463 0 1.10808 0.523409 1.2696 0 0 3.72643 5.24954 5.19268 0.965357 2.73422 0
129 500.00 924.15 23.709013 65.8984 0.529627 12.3219 0.55843 0 1.06224 0.534578 1.21496 0 0 3.63866 5.24401 5.29148 0.960513 2.74522 0
130 500.00 919.17 23.228674 66.1534 0.508715 12.1784 0.540857 0 1.01812 0.545633 1.16316 0 0 3.55479 5.23629 5.38839 0.956343 2.75598 0
131 500.00 914.19 22.772064 66.3993 0.488717 12.0381 0.523745 0 0.975682 0.556573 1.114 0 0 3.47464 5.22654 5.4834 0.952824 2.76649 0
132 500.00 909.21 22.337488 66.6365 0.469577 11.9011 0.50709 0 0.934875 0.567401 1.06733 0 0 3.39803 5.21491 5.57647 0.949938 2.7768 0
133 500.00 904.23 21.923372 66.8653 0.451243 11.7673 0.490892 0 0.895649 0.578119 1.02298 0 0 3.32481 5.20157 5.66757 0.947667 2.78689 0
134 500.00 899.25 21.528248 67.0859 0.433668 11.6368 0.475147 0 0.857955 0.58873 0.980825 0 0 3.25485 5.18665 5.75669 0.945999 2.79679 0
135 500.00 894.26 21.150729 67.2988 0.416809 11.5093 0.45985 0 0.821745 0.599238 0.940719 0 0 3.18802 5.17028 5.84379 0.944924 2.80652 0
136 500.00 889.28 20.789489 67.5043 0.400625 11.3848 0.444998 0 0.786972 0.60965 0.902545 0 0 3.12419 5.15258 5.92883 0.944435 2.81607 0
137 500.00 884.30 20.443231 67.7025 0.385081 11.2633 0.430585 0 0.75359 0.619976 0.866189 0 0 3.06328 5.13369 6.0118 0.94453 2.82548 0
138 500.00 879.32 20.110655 67.894 0.370142 11.1445 0.416607 0 0.721555 0.630229 0.831544 0 0 3.00519 5.11368 6.09264 0.945208 2.83474 0
139 500.00 874.34 19.790402 68.079 0.355776 11.0282 0.403059 0 0.690822 0.640428 0.798513 0 0 2.94983 5.09268 6.17132 0.946472 2.84387 0
140 500.00 869.36 19.480954 68.2581 0.341954 10.9142 0.389937 0 0.661353 0.650601 0.767 0 0 2.89716 5.07074 6.24777 0.94833 2.8529 0
141 500.00 864.38 19.180446 68.4317 0.328646 10.802 0.377239 0 0.633113 0.660794 0.736919 0 0 2.84712 5.04795 6.32188 0.950796 2.86185 0
142 500.00 859.40 18.886185 68.6008 0.315826 10.6909 0.364969 0 0.606075 0.67109 0.708181 0 0 2.79971 5.02435 6.39347 0.953892 2.87075 0
143 500.00 854.42 18.592971 68.7671 0.303459 10.5794 0.353146 0 0.580245 0.681673 0.680698 0 0 2.755 4.99996 6.46208 0.957663 2.87966 0
144 500.00 849.43 17.672761 69.1644 0.287362 10.2635 0.350352 0 0.569935 0.717167 0.653706 0 0 2.72952 5.03625 6.36838 0.959513 2.89996 0
145 500.00 844.45 16.779839 69.5853 0.271714 9.92264 0.348482 0 0.561138 0.75533 0.625942 0 0 2.70908 5.07862 6.25838 0.96142 2.92198 0
146 500.00 839.47 16.008833 69.9865 0.256934 9.6006 0.346423 0 0.552133 0.791708 0.598882 0 0 2.68953 5.12287 6.14766 0.963098 2.94365 0
147 500.00 834.49 15.323605 70.3945 0.243035 9.29436 0.344589 0 0.543277 0.81177 0.555669 0 0 2.68343 5.17011 6.03697 0.957691 2.96455 0
148 500.00 829.51 14.731544 70.7655 0.229885 9.00498 0.342152 0 0.533783 0.841043 0.52695 0 0 2.66824 5.21618 5.92821 0.957726 2.98534 0
149 500.00 824.53 14.205990 71.1215 0.217469 8.72966 0.339513 0 0.524051 0.868013 0.498741 0 0 2.65418 5.26256 5.82096 0.957647 3.00575 0
150 500.00 819.55 13.736080 71.4636 0.20574 8.4672 0.336683 0 0.514103 0.892663 0.47107 0 0 2.64126 5.30901 5.71544 0.957506 3.02577 0
151 500.00 814.57 13.313187 71.7928 0.194655 8.21651 0.333675 0 0.503969 0.914976 0.443978 0 0 2.62949 5.35539 5.61178 0.957351 3.04544 0
152 500.00 809.58 12.930401 72.1101 0.184173 7.97667 0.330506 0 0.493675 0.934948 0.41752 0 0 2.61887 5.40159 5.51002 0.957225 3.06474 0
153 500.00 804.60 12.582127 72.4161 0.174258 7.74686 0.327189 0 0.483252 0.952586 0.391754 0 0 2.6094 5.44754 5.41018 0.957169 3.0837 0
154 500.00 799.62 12.263794 72.7116 0.164873 7.52636 0.323739 0 0.472727 0.967915 0.366737 0 0 2.60105 5.49318 5.31225 0.957225 3.10232 0
155 500.00 794.64 11.971631 72.9972 0.155987 7.31454 0.320171 0 0.462128 0.980977 0.342527 0 0 2.59383 5.53847 5.21617 0.957436 3.1206 0
156 500.00 789.66 11.702504 73.2732 0.147571 7.11083 0.316498 0 0.451482 0.991831 0.319175 0 0 2.58772 5.58338 5.12193 0.957841 3.13856 0
157 500.00 784.68 11.453780 73.5401 0.139598 6.91474 0.312733 0 0.440811 1.00055 0.296723 0 0 2.58272 5.62788 5.02946 0.958485 3.15622 0
158 500.00 779.70 11.147421 73.775 0.131848 6.71566 0.308545 0 0.428961 1.01383 0.273421 0 0 2.57973 5.69884 4.93894 0.957945 3.17724 0
159 500.00 774.72 10.547342 73.8936 0.123638 6.47946 0.304601 0 0.414529 1.05098 0.242577 0 0 2.58266 5.89507 4.84808 0.949968 3.21479 0
160 500.00 769.74 10.030896 74.0037 0.115919 6.25687 0.299846 0 0.399508 1.08402 0.214819 0 0 2.58719 6.08765 4.7561 0.94239 3.25196 0
161 500.00 764.75 9.581415 74.1055 0.108667 6.04653 0.294424 0 0.384119 1.11334 0.18987 0 0 2.59336 6.27638 4.66372 0.9353 3.28878 0
162 500.00 759.77 9.186359 74.1992 0.101856 5.84725 0.288453 0 0.368538 1.13928 0.167484 0 0 2.60122 6.46117 4.57146 0.928767 3.32532 0
