Liquid Composition:
index Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CoO CaO Na2O K2O P2O5 H2O CO2 
51 500.00 1260.00 98.088279 48.0026 0.673207 12.586 2.37437 0 7.57942 0.195132 12.6153 0 0 10.9372 1.94157 0.946392 0.195132 1.95367 0
51 500.00 1258.00 96.246033 47.9877 0.672998 12.5821 2.69732 0 7.28565 0.195072 12.6114 0 0 10.9338 1.94097 0.946099 0.195072 1.95177 0
52 500.00 1259.00 97.158429 47.9976 0.673137 12.5847 2.48204 0 7.48147 0.195112 12.614 0 0 10.936 1.94137 0.946294 0.195112 1.95313 0
52 500.00 1257.00 96.246334 47.9876 0.672996 12.5821 2.69731 0 7.28562 0.195071 12.6114 0 0 10.9338 1.94096 0.946096 0.195071 1.95208 0
52 500.00 1259.00 98.009131 48.0087 0.673751 12.5962 2.37629 0 7.57758 0.195126 12.5865 0 0 10.9457 1.94314 0.947157 0.19529 1.95451 0
53 500.00 1258.90 97.158460 47.9976 0.673137 12.5847 2.48204 0 7.48147 0.195112 12.614 0 0 10.936 1.94136 0.946293 0.195112 1.95316 0
53 500.00 1256.00 96.153691 47.9949 0.673645 12.5942 2.69991 0 7.28342 0.195063 12.5768 0 0 10.9439 1.94283 0.947008 0.195259 1.95302 0
53 500.00 1260.00 98.088279 48.0026 0.673207 12.586 2.37437 0 7.57942 0.195132 12.6153 0 0 10.9372 1.94157 0.946392 0.195132 1.95367 0
54 500.00 1258.80 97.158490 47.9975 0.673136 12.5847 2.48204 0 7.48146 0.195112 12.614 0 0 10.936 1.94136 0.946293 0.195112 1.95319 0
54 500.00 1259.90 98.088310 48.0026 0.673207 12.586 2.37437 0 7.57942 0.195132 12.6153 0 0 10.9372 1.94157 0.946392 0.195132 1.9537 0
54 500.00 1257.00 96.246334 47.9876 0.672996 12.5821 2.69731 0 7.28562 0.195071 12.6114 0 0 10.9338 1.94096 0.946096 0.195071 1.95208 0
